,cleaned_text,sentiment_label
2465,couple problems seem fast supply full advertised memory capacity,0
2466,drawback assign sd cards limit year warranty unlike kingston,0
2467,use gopro ti canon camera adapter great cards multiple price means one get damaged trip im,1
2468,ive used sandisk cards long existed cards fast solid quality expect sandisk recommend,1
2469,works fine galaxy note hard review performance price good think,1
2470,items like either work dont regards whether worked comment review worked fine camera never hit buffering moments slowed shooting performance,1
2471,memory card works great else need say sandisk always makes high quality stuffi worried,1
2472,works great samsung galaxy tab plugged played didnt anything special would recommend,1
2473,needed space phone bought given problemsit works really well,1
2474,im using sony xperia z months works without problemsthis memory card recommended,1
2475,many microsd cards like many guys might definitely faster microsd cards ive used im happy,1
2476,bought use htc evo supposed maximum cap gb however formatting card fat format phone read functions wout issues unlike old memory cards even power loss experienced lost pictures videos worth price since bought year ago still double price retail one carried locally,0
2477,love card way faster micro sd ever owned transfer roms like nothing galaxy old microsd comes every droid phones use take everhigh recommend one,1
2478,lot say storage havent done speed tests anything definitely works samsung galaxy dont see performance issues watching videos files stored,1
2479,bought tablet bought alldaymalltm ax inch android gb dualcore tablet pc skeptial first worked great tablet price boosted memory gb gb total good product,1
2480,card transfers data incredibly quickly one notice difference regular sandisk memory card ultra version great memory price loved using microsoft surface pro problems,1
2481,well card pretty cool received one says c instead u like picture use u wont work one received c needed mine ion air pro camera advertisements supposedly say class page description says u card wont work camerai dont know dont call ultra instead falsely advertising c really u lucky receive c worked makes confusing laymen,1
2482,bought memory card gopro everything supposed fast enough work camera reliable,0
2483,bought one used sony psp microsd memory stick pro duo adapter samsung galaxy works great enough storage need,1
